Product ID,Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Region,Payment Method,Rating,Reviews
P707,13271,2024-12-16,Books,The Covenant of Water,1,16.99,16.99,North America,Credit Card,4,Epic and beautifully written but quite long. Worth the commitment.
P708,13272,2024-12-16,Beauty Products,Kosas Cloud Set Powder,1,35.00,35.00,Europe,PayPal,5,Sets makeup without looking cakey. Gives a beautiful finish.
P709,13273,2024-12-16,Sports,Hydro Flask Wide Mouth,1,44.95,44.95,Asia,Debit Card,5,The best water bottle I've owned. Durable and keeps temperature perfectly.
P710,13274,2024-12-17,Electronics,Garmin Venu 3,1,449.99,449.99,North America,Credit Card,5,Excellent health tracking and battery life. Love the new features.
P711,13275,2024-12-17,Home Appliances,KitchenAid Pasta Roller,1,149.99,149.99,Europe,Credit Card,4,Makes pasta making so much easier. Cleanup is a bit tedious.
P712,13276,2024-12-17,Clothing,Vuori Ponto Performance Pant,1,84.00,84.00,Asia,PayPal,5,The most comfortable pants ever. Perfect for travel and lounging.
P713,13277,2024-12-18,Books,Babel,1,14.99,14.99,North America,Debit Card,5,Brilliant dark academia fantasy. The themes are incredibly relevant.
P714,13278,2024-12-18,Beauty Products,Summer Fridays Jet Lag Mask,1,28.00,28.00,Europe,Credit Card,3,Hydrating but the texture is strange. Not worth the hype for me.
P715,13279,2024-12-18,Sports,On Cloud 5,1,139.99,139.99,Asia,Credit Card,4,Lightweight and comfortable for all-day wear. Unique cushioning.
P716,13280,2024-12-19,Electronics,Sony A7IV Camera,1,2499.99,2499.99,North America,PayPal,5,Worth every penny for professional work. Image quality is stunning.
P717,13281,2024-12-19,Home Appliances,Breville Smart Oven Air,1,399.99,399.99,Europe,Debit Card,5,Replaces my toaster and conventional oven. Cooks everything perfectly.
P718,13282,2024-12-19,Clothing,Reformation Zenni Dress,1,218.00,218.00,Asia,Credit Card,2,Fabric is cheap and the fit is awkward. Very disappointing.
P719,13283,2024-12-20,Books,The Housemaid,1,9.99,9.99,North America,Credit Card,4,Addictive thriller with great twists. A quick, entertaining read.
P720,13284,2024-12-20,Beauty Products,Rare Beauty Liquid Blush,1,23.00,23.00,Europe,PayPal,5,Incredibly pigmented and blendable. My new favorite blush.
P721,13285,2024-12-20,Sports,Lululemon Wunder Train Leggings,1,98.00,98.00,Asia,Debit Card,5,Perfect for intense workouts. Squat-proof and comfortable.
P722,13286,2024-12-21,Electronics,Anker 733 Power Bank,1,99.99,99.99,North America,Credit Card,4,Charges laptop and phone simultaneously. Essential for travel.
P723,13287,2024-12-21,Home Appliances,Simplehuman Soap Dispenser,1,49.99,49.99,Europe,Credit Card,3,Looks sleek but requires specific soap refills. Expensive to maintain.
P724,13288,2024-12-21,Clothing,Madewell Roadtripper Jumpsuit,1,98.00,98.00,Asia,PayPal,4,Comfortable and flattering. The fabric is surprisingly durable.
P725,13289,2024-12-22,Books,Spare,1,17.99,17.99,North America,Debit Card,3,Interesting insights but poorly edited. Could have been shorter.
P726,13290,2024-12-22,Beauty Products,Ilia Limitless Lash Mascara,1,28.00,28.00,Europe,Credit Card,2,Flakes terribly by midday. Smudges under my eyes.
P727,13291,2024-12-22,Sports,Nike Alphafly 2,1,285.00,285.00,Asia,Credit Card,5,Incredible energy return for racing. Worth it for serious runners.
P728,13292,2024-12-23,Electronics,Microsoft Surface Pro 9,1,1299.99,1299.99,North America,Credit Card,4,Versatile and powerful. The keyboard should be included at this price.
P729,13293,2024-12-23,Home Appliances,Philips Airfryer XXL,1,349.99,349.99,Europe,PayPal,5,Perfect for family cooking. Even heating and easy to clean.
P730,13294,2024-12-23,Clothing,Arcteryx Atom LT Hoody,1,259.00,259.00,Asia,Debit Card,5,The perfect mid-layer. Warm, breathable, and lightweight.
P731,13295,2024-12-24,Books,A Court of Thorns and Roses,1,11.99,11.99,North America,Credit Card,5,Addictive fantasy romance. The world-building is incredible.
P732,13296,2024-12-24,Beauty Products,Drunk Elephant T.L.C. Framboos,1,90.00,90.00,Europe,Credit Card,4,Really smooths skin texture. Strong so start slow.
P733,13297,2024-12-24,Sports,Hoka Clifton 9,1,144.95,144.95,Asia,Credit Card,5,Plush comfort for long runs. Great for high mileage.
P734,13298,2024-12-25,Electronics,Oculus Quest 3,1,499.99,499.99,North America,PayPal,5,Mind-blowing mixed reality experiences. A huge leap forward.
P735,13299,2024-12-25,Home Appliances,Zojirushi Bread Maker,1,299.99,299.99,Europe,Debit Card,5,Makes perfect bread every time. The timer function is genius.
P736,13300,2024-12-25,Clothing,Patagonia Retro-X Fleece,1,179.00,179.00,Asia,Credit Card,4,Warm and stylish but pills more than I expected.
P737,13301,2024-12-26,Books,The Seven Year Slip,1,10.99,10.99,North America,Credit Card,4,Charming and magical romance. Perfect light read.
P738,13302,2024-12-26,Beauty Products,Charlotte Tilbury Flawless Filter,1,44.00,44.00,Europe,PayPal,5,Gives the most beautiful lit-from-within glow. Holy grail.
P739,13303,2024-12-26,Sports,Barbell Weight Set,1,299.99,299.99,Asia,Debit Card,4,Good quality for home gym. The bar could be better.
P740,13304,2024-12-27,Electronics,Samsung The Frame TV,1,1499.99,1499.99,North America,Credit Card,5,Beautiful when off. Art mode transforms the room.
P741,13305,2024-12-27,Home Appliances,KitchenAid Food Processor,1,229.99,229.99,Europe,Credit Card,4,Powerful and versatile. The attachments are game-changers.
P742,13306,2024-12-27,Clothing,Re/Done Classic Stretch Jeans,1,185.00,185.00,Asia,PayPal,3,Great sustainable concept but the fit is inconsistent.
P743,13307,2024-12-28,Books,Happy Place,1,11.49,11.49,North America,Debit Card,4,Emotional second-chance romance. The friend group is goals.
P744,13308,2024-12-28,Beauty Products,Sol de Janeiro Bum Bum Cream,1,45.00,45.00,Europe,Credit Card,5,Addictive scent and great texture. Moisturizes without greasiness.
P745,13309,2024-12-28,Sports,Nike Yoga Mat,1,62.00,62.00,Asia,Credit Card,3,Good grip but too thin for my joints. Not for everyone.
P746,13310,2024-12-29,Electronics,Logitech C920x Webcam,1,79.99,79.99,North America,Credit Card,5,Crystal clear video for remote work. Easy plug-and-play setup.
P747,13311,2024-12-29,Home Appliances,Ember Mug²,1,129.99,129.99,Europe,PayPal,2,Gimmicky and poor battery life. Not worth the high price.
P748,13312,2024-12-29,Clothing,Aritzia Tna Butter Hoodie,1,65.00,65.00,Asia,Debit Card,5,Incredibly soft and cozy. Washes well without pilling.
P749,13313,2024-12-30,Books,The Woman in Me,1,16.99,16.99,North America,Credit Card,5,Heartbreaking and powerful. Britney's story in her own words.
P750,13314,2024-12-30,Beauty Products,Glow Recipe Avocado Melt Retinol Eye Cream,1,42.00,42.00,Europe,Credit Card,4,Gentle but effective for fine lines. Nice creamy texture.
P751,13315,2024-12-30,Sports,Apple Fitness+,1,9.99,9.99,Asia,PayPal,5,Worth every penny. The trainers are motivating and classes are diverse.
P752,13316,2024-12-31,Electronics,Dyson V15 Detect,1,749.99,749.99,North America,Credit Card,5,Unbelievable suction and the laser is genius. Best vacuum ever.
P753,13317,2024-12-31,Home Appliances,Weber Smokey Mountain Cooker,1,439.00,439.00,Europe,Credit Card,5,Makes competition-level BBQ. Holds temperature perfectly.
P754,13318,2024-12-31,Clothing,Canada Goose HyBridge Base Hoody,1,395.00,395.00,Asia,Debit Card,4,Excellent technical layer but very expensive for what it is.
